id,contents,key word,date
RW2010, 看一下越南政府怎麼做,嬌生,   114.32.9.211 06/02 17:46 
garyrush, 佛光山講爽的哦，一句話疫苗瞬間消失無,嬌生, 114.24.138.190 06/02 17:46 
zusuki, CDC：談三小，買不到啦,嬌生, 180.217.34.112 06/02 17:46 
idolater, 莫德那都買到了還問有沒有承認政府？,嬌生,   123.240.7.40 06/02 17:46 
littleaoc, 政府出面啊......,嬌生,    42.73.12.21 06/02 17:46 
newinnovate, 看不懂倒底再演哪一齣,嬌生, 118.163.117.66 06/02 17:46 
soria, 沒腦子跟爽不爽有什麼關係,嬌生, 114.137.183.51 06/02 17:47 
kevabc1, 不是說有現貨嗎 丟人現眼 出家人不說妄語,嬌生,   42.77.194.54 06/02 17:47 
RW2010, https//reurl.cc/GmdOR3,嬌生,   114.32.9.211 06/02 17:47 
kevabc1,  我呸,嬌生,   42.77.194.54 06/02 17:47 
CCNK, 搞不好人家只承認中共政權咧,嬌生,210.242.153.202 06/02 17:47 
bryanyang507, 師傅你的50萬呢,嬌生,223.137.146.215 06/02 17:47 
Liaocavalier, 4%：政府在卡！！！！！！！！,嬌生,   101.12.90.43 06/02 17:47 
mike110100, 政府：你自己來跟我談  懂？,嬌生,   111.83.3.129 06/02 17:47 
DOOT, 先請提供原廠授權zZZZZZzzzzzzzzz 零交集,嬌生,220.134.131.232 06/02 17:47 
virginleo, 好哦,嬌生,   42.77.65.126 06/02 17:47 
RW2010, 人家郭董公司在越南都已經幫自家員工打了,嬌生,   114.32.9.211 06/02 17:47 
jialin6666, 如果是原廠，怎麼知道你買來是要賣還,嬌生, 114.136.198.27 06/02 17:47 
hbk4ever, 每天死人疫苗落空綠蟑還能沾沾自喜真他,嬌生,   1.162.102.14 06/02 17:47 
jialin6666, 是給政府用？你有政府授權嗎？,嬌生, 114.136.198.27 06/02 17:47 
hbk4ever, 媽祝福你們早日確診,嬌生,   1.162.102.14 06/02 17:47 
mike110100, 疫苗廠：你自己來跟我談 懂？,嬌生,   111.83.3.129 06/02 17:47 
afabletw, 疫苗仔這幾天在鬧爽的,嬌生,223.141.181.247 06/02 17:47 
satonoo, 綠畜在高潮啥 阿你政府為什麼自己不買??,嬌生,   219.68.58.49 06/02 17:47 
soria, 沒腦子才會早日確診啦,嬌生, 114.137.183.51 06/02 17:48 
newyanew, 各位看好哦 風向要開始變了 準備變成 政府還不幫忙出面協調,嬌生,  111.83.169.21 06/02 17:48 
soria, 韓國要是沒拜登送 他有嬌生嗎 笑死,嬌生, 114.137.183.51 06/02 17:48 
bryanyang507, 政府不買一回事阿  結果他說有50萬結果勒,嬌生,223.137.146.215 06/02 17:48 
mokke, 綠粉只要搞錯重點無腦亂噴就好了 風向就是這麼好帶 幻想自己有打臉,嬌生, 110.30.112.207 06/02 17:48 
trywish, 所以台灣不如韓國呀，韓國都有100萬，台,嬌生, 111.242.94.116 06/02 17:48 
syk1104, 疫情都這樣了~你還整天只會亂罵帶風向~可不可悲,嬌生,150.116.161.211 06/02 17:48 
CCNK, 莫忘督割,嬌生,210.242.153.202 06/02 17:49 
rustic5566, 靠北 靠政府那就GG了 人家就不想買,嬌生, 61.231.101.129 06/02 17:49 
soria, 韓國也不是用買的 明明就是被美國卡死,嬌生, 114.137.183.51 06/02 17:49 
notea, 笑死  甩鍋給政府,嬌生,  61.228.99.211 06/02 17:49 
trywish, 灣只喬出15萬。更別提嬌生打一劑就好。,嬌生, 111.242.94.116 06/02 17:49 
gutalic, 很多人還是會喊大藥廠都是綠共側翼啦,嬌生,111.253.224.204 06/02 17:49 
smiles0113, 疫苗落空沒啥好開心的 但是 前幾天PT,嬌生,   42.73.15.152 06/02 17:49 
ginhwa, 阿政府不是說民間談完政府出面？？,嬌生,   1.172.82.142 06/02 17:49 
smiles0113, Ter 在起鬨啥？ 黑掉高端比較爽嗎？,嬌生,   42.73.15.152 06/02 17:49 
patty0509, 哈哈哈哈哈 失智列車一直開,嬌生,114.136.181.254 06/02 17:49 
dtdon1699, 看清楚了 中央要不要買,嬌生,  111.250.17.12 06/02 17:49 
soria, 蠢到還以為是買不買的問題,嬌生, 114.137.183.51 06/02 17:49 
es612, 垃圾政府繼續躲 台灣人越死越多,嬌生,  1.171.101.170 06/02 17:49 
GAinvisible, 不管有沒有捐成功都是政府最可笑,嬌生, 110.30.185.217 06/02 17:49 
gn01838335, 打臉多少低能兒 操,嬌生,  39.13.133.216 06/02 17:49 
KEYSOLIDER, 蘋果記者查證國外二期疫苗人數 還不,嬌生,  111.82.41.195 06/02 17:49 
coeXist, 又一批疫苗進不了 有的推文怎麼那麼高興?,嬌生, 36.237.237.189 06/02 17:49 
KEYSOLIDER, 是立刻扯其他的事 笑死,嬌生,  111.82.41.195 06/02 17:49 
trywish, 高端要等到8月底，這時間點還覺得高端很,嬌生, 111.242.94.116 06/02 17:50 
icehakka, 佛光山用喊的最大聲,嬌生,  101.9.232.234 06/02 17:50 
diggi, 講很容易，接觸後就真的知道知易行難。,嬌生, 211.72.186.244 06/02 17:50 
ll6a, 喊藥廠是綠共側翼應該只有綠粉吧0.0..,嬌生,   39.11.102.94 06/02 17:50 
mokke, 從一開始大家在意的就是你政府不夠積極買,嬌生, 110.30.112.207 06/02 17:50 
coeXist, 疫苗進不來還高興的人 到底在想什麼?,嬌生, 36.237.237.189 06/02 17:50 
syk1104, 前幾天亂喊政府卡疫苗帶風向的就不可悲?,嬌生,150.116.161.211 06/02 17:50 
mokke, 疫苗啊 哪裡改變了,嬌生, 110.30.112.207 06/02 17:50 
ginhwa, 民間都幫牽線了你政府還要裝死嗎,嬌生,   1.172.82.142 06/02 17:50 
trywish, 棒，不覺得好笑嗎？今天才6/2而已耶。,嬌生, 111.242.94.116 06/02 17:50 
Liaocavalier, 4%示範 嘴砲買疫苗  以為在買菜,嬌生,   101.12.90.43 06/02 17:50 
Poshintow, 私人管道咧,嬌生,  220.136.95.24 06/02 17:50 
aken59420, 政府叫嬌生要來申請,嬌生,  106.1.235.238 06/02 17:50 
heat0204, 不是 本來過8關後 就是規定政府談啊,嬌生,   101.10.12.40 06/02 17:50 
palapalanhu, XDDD,嬌生,    42.73.64.22 06/02 17:50 
bryanyang507, 幫忙簽線勒  我看是碰到詐騙集團國外一大堆,嬌生,223.137.146.215 06/02 17:51 
onceuse, 開心的人都是願意接種2期國產的吧,嬌生,   36.229.4.152 06/02 17:51 
ftrhalcyon, 不是說有貨？,嬌生, 36.226.228.175 06/02 17:51 
tlnrs, 政府不想出面啊～搞這麼久不知道?,嬌生,   101.12.23.62 06/02 17:51 
yvette34528, 現在政府就是沒錄用買不到了,嬌生,  42.74.149.124 06/02 17:51 
trywish, 不，他們是希望大家一起打。從沒聽過這些,嬌生, 111.242.94.116 06/02 17:51 
takamiku, 嘴巴好厲害搏版面,嬌生,  1.200.182.105 06/02 17:51 
KANGTA23, 猴光山這群人不用集體下地獄嗎？,嬌生, 223.140.82.106 06/02 17:51 
trywish, ID說他們想打高端。,嬌生, 111.242.94.116 06/02 17:51 
bangjia, 可是不承認蔡政府就好笑了,嬌生,114.137.201.120 06/02 17:51 
syk1104, 高興買不到疫苗(X),嬌生,150.116.161.211 06/02 17:52 
qsef5, 到底最後是國產快還是進口快呢,嬌生,  43.248.19.147 06/02 17:52 
a00049g, 綠粉拿麽爽要不要開個趴踢,嬌生,     39.9.220.1 06/02 17:52 
ppHomer, https//reurl.cc/AkgY5j,嬌生,  114.41.27.101 06/02 17:52 
Whitening, 阿你不是說你有現貨[email protected]@???????,嬌生,  111.83.45.244 06/02 17:52 
Liaocavalier, 4%：政府在卡啦！      疑？？？,嬌生,   101.12.90.43 06/02 17:52 
syk1104, 高興偏激鄉民被打臉(O),嬌生,150.116.161.211 06/02 17:52 
bryanyang507, 師傅不是說買好了要送給第三世界,嬌生,223.137.146.215 06/02 17:52 
eggdog, 對方不承認我們是中央政府,嬌生, 60.250.152.232 06/02 17:52 
tptx6, 50萬劑? 騙佛?,嬌生,   180.177.3.58 06/02 17:52 
adriano7431, 坐等蔡總統出面,嬌生,    42.74.23.99 06/02 17:52 
gunfighter, 政府：ZZZzzzz,嬌生, 223.141.141.57 06/02 17:52 
bryanyang507,  結果還要談噢,嬌生,223.137.146.215 06/02 17:52 
evolution862, 現在政府就是打死不買疫苗啊,嬌生,   49.216.47.22 06/02 17:52 
trywish, 日本那邊會比較快，郭董那邊還不知道。如,嬌生, 111.242.94.116 06/02 17:52 
ginhwa, 佛光山找原廠談你說詐騙，腦咧？,嬌生,   1.172.82.142 06/02 17:53 
trywish, 果日本給的量夠多也行。其實真的可以晶片,嬌生, 111.242.94.116 06/02 17:53 
ASEVE, 佛光山都幫政府找好管道，政府到底要不要買,嬌生, 114.32.115.188 06/02 17:53 
tony70635, 政府不去搞疫苗真的是丟臉，還怪民間,嬌生, 223.137.77.149 06/02 17:53 
trywish, 外交，德美都來討晶片了，至少兩邊都拿個,嬌生, 111.242.94.116 06/02 17:53 
NXT0614, 之前被誤導到,嬌生, 122.121.47.244 06/02 17:53 
ericthree, 你怎麼會有政府願意出面的錯覺,嬌生,  42.72.251.250 06/02 17:53 
bryanyang507, 他說找原廠就真的噢  他還說他有現,嬌生,223.137.146.215 06/02 17:53 
Henry, 還說有疫苗，嘴砲,嬌生, 36.226.229.211 06/02 17:53 
bryanyang507, 貨原本要給第三世界勒,嬌生,223.137.146.215 06/02 17:53 
trywish, 100萬劑也很合理。,嬌生, 111.242.94.116 06/02 17:53 
Reshiram, 所以政府要出面了沒？？,嬌生,    42.72.74.20 06/02 17:54 
ginhwa, 死一堆人疫苗進不來結果側翼蟑螂高潮,嬌生,   1.172.82.142 06/02 17:54 
ll6a, 不過菸粉也習慣綠共這詞是好事，代表他們很清楚自己相信（服務）的是共產黨,嬌生,   39.11.102.94 06/02 17:54 
windbomb, 而且那個八大文件佛光山應該也沒個能力,嬌生,  42.75.142.208 06/02 17:54 
mOoOm, 不是有現貨?,嬌生,   114.40.31.30 06/02 17:54 
ASEVE, 要給第三世界的是綠營的說法,嬌生, 114.32.115.188 06/02 17:54 
FinallyPeace, 可是我們政府不願出面,嬌生,  42.76.247.139 06/02 17:54 
windbomb, 做出來，那個是很專業的,嬌生,  42.75.142.208 06/02 17:54 
ll6a, 八大關卡佛光會就出局了，他們又沒收購藥廠,嬌生,   39.11.102.94 06/02 17:54 
venomsoul, 政府：可以啊你先拿出八大啊,嬌生,  223.141.88.89 06/02 17:54 
porsche1009, 拜託政府出門,嬌生,  39.12.165.153 06/02 17:55 
f222051618, 可是綠共不想買啊,嬌生, 116.241.165.65 06/02 17:55 
trywish, 其實只要能有郭董的範本就可以做出來。目,嬌生, 111.242.94.116 06/02 17:55 
mayday75816, 啊政府就是不出面啊,嬌生,    101.12.64.7 06/02 17:55 
ASEVE, 嬌生要跟政府談，政府不談又要說中國打壓?,嬌生, 114.32.115.188 06/02 17:55 
prince1983, 佛光山白痴嗎,嬌生,    110.26.4.91 06/02 17:55 
trywish, 前剩下莫德納需要-20度C，其他基本上都不,嬌生, 111.242.94.116 06/02 17:55 
BBQ2591, 翻譯：我們不是買不到 是政府要出面去買,嬌生,   110.28.71.89 06/02 17:55 
trywish, 用那麼低，會卡主要是卡冷鏈，還需要一些,嬌生, 111.242.94.116 06/02 17:56 
bluemonkey, 所以他們之前說本來要捐給第三世界的,嬌生,  1.173.228.127 06/02 17:56 
trywish, 有醫療背景的幫你排定時間而已。,嬌生, 111.242.94.116 06/02 17:56 
answerone, 所以那個手上有現貨疫苗呢？,嬌生,  39.13.230.249 06/02 17:56 
bluemonkey, 看國家有難才捐給台灣 那當初是要怎麼買？,嬌生,  1.173.228.127 06/02 17:56 
kojirou, 不是很厲害有私人管道的嗎？被原廠打臉,嬌生,    114.33.0.33 06/02 17:56 
qilar, 政府突然發現出面就訂得到了,嬌生,     1.200.1.76 06/02 17:57 
qozxcv, 回到原點,嬌生,  42.73.183.136 06/02 17:57 
sodaparadise, 前幾天還在吵民間都買得到 就政府,嬌生, 36.228.109.221 06/02 17:57 
jo850346, https//bit.ly/3g8O8sO,嬌生, 123.193.151.94 06/02 17:57 
sodaparadise, 買不到的人 瞬間都安靜了,嬌生, 36.228.109.221 06/02 17:57 
paul26277, 完了 進不了貨了,嬌生,   49.159.73.20 06/02 17:57 
DouglasT, 爽爆 又一班失智列車停駛 旅客快滾出來,嬌生,  61.228.216.99 06/02 17:57 
bruce2248, 八卦網軍表面裝沒事，實際上滿臉瘀青,嬌生, 59.120.177.217 06/02 17:57 
xhimperator, 誰說有現貨的,嬌生,     39.8.97.18 06/02 17:57 
airmike, 酸佛光會捐錢的 要不要問一下政府有沒有,嬌生,  211.20.104.63 06/02 17:57 
jo850346, 前幾天不是才說只有佛光山有訂單？,嬌生, 123.193.151.94 06/02 17:58 
aoc7175, 嬌生1450抓到了！！！！！！！！！！,嬌生,   101.12.22.82 06/02 17:58 
ll65566, 笑了  之前說的那麼大生,嬌生,  122.144.4.134 06/02 17:58 
vintage, 真的是看不下去欸,嬌生,  27.53.115.127 06/02 17:58 
airmike, 要去跟嬌生談?,嬌生,  211.20.104.63 06/02 17:58 
vintage, 卡在哪 人家早就說有些廠商只跟政府談,嬌生,  27.53.115.127 06/02 17:58 
NXT0614, 佛光山一開始不是喊拿得到嗎,嬌生, 122.121.47.244 06/02 17:58 
vintage, 結果確實如此 結果一堆人集體失智,嬌生,  27.53.115.127 06/02 17:58 
b90022790, 再來就是被擋下來了 哦我是說中共擋不,嬌生,122.118.165.151 06/02 17:58 
waitwind, 現貨有很多種，直營代理水貨黑市(？),嬌生, 111.250.179.20 06/02 17:58 
vintage, 開始再說都是政府沒談 證據在哪,嬌生,  27.53.115.127 06/02 17:58 
b90022790, 是綠共啦,嬌生,122.118.165.151 06/02 17:58 
eiugene, 不就政府廢 不然這些人需要出面,嬌生, 27.242.230.129 06/02 17:58 
vintage, 拿出來啊 打嘴炮大家都會被證明失智 還要罵人蟑螂竄動誰才是真的蟑螂搞清楚,嬌生,  27.53.115.127 06/02 17:58 
dbdudsorj, 笑死 啊不是說有現貨？？？,嬌生,    1.160.91.14 06/02 17:58 
FannWong, 政府高端優先,嬌生, 111.253.57.132 06/02 17:58 
reil, 完了，政府大概裝傻到12月,嬌生,   1.169.76.170 06/02 17:59 
Ghamu, 誒.... 啊不是你說要買的= =,嬌生,  61.220.125.64 06/02 17:59 
Caball, 既然政府談，就趕快談,嬌生,  223.137.41.93 06/02 17:59 
AAcrossBB, 明天股價up,嬌生,  101.12.18.214 06/02 17:59 
kinik, 一定要原廠出來說要對政府窗口，這些刁民才,嬌生,  59.120.23.127 06/02 17:59 
waitwind, 那個私人管道可能是掮客？,嬌生, 111.250.179.20 06/02 17:59 
STi2011, 所以484劇本要改嬌生主動申請?,嬌生,   114.41.94.79 06/02 17:59 
kinik, 願意閉嘴,嬌生,  59.120.23.127 06/02 17:59 
bryanyang507, 師傅一開始怎麼說的  還投書報紙,嬌生,223.137.146.215 06/02 17:59 
ilovebooks91, 所以政府就是不願意出面幫台灣人民,嬌生,  203.204.59.72 06/02 17:59 
sunnyyoung, 佛光山拜拜了 果然玩不過政府,嬌生,  101.12.50.199 06/02 17:59 
bryanyang507,  結果現貨呢,嬌生,223.137.146.215 06/02 17:59 
trywish, 會覺得開心地都是蟑螂呀，當初只要有疫苗,嬌生, 111.242.94.116 06/02 17:59 
ilovebooks91, 買疫苗啊,嬌生,  203.204.59.72 06/02 17:59 
Ghamu, 怎麼這都不懂都不清楚= =????,嬌生,  61.220.125.64 06/02 17:59 
Liaocavalier, 4%：嬌生在擋疫苗啦！    叭叭,嬌生,   101.12.90.43 06/02 17:59 
trywish, 才是最重要，就是因為每天都在死人。今天,嬌生, 111.242.94.116 06/02 17:59 
starfishfish, 所以民進黨政府又要去談了嗎？,嬌生,  111.83.225.65 06/02 18:00 
trywish, 疫苗晚一天拿到就是死10個人。所以你說上,嬌生, 111.242.94.116 06/02 18:00 
cwolf, 我們國家有面子問題，因為要用台灣國買。,嬌生,   1.169.149.50 06/02 18:00 
Ghamu, 所以他這只是一個路人聽另一個路人講說他有,嬌生,  61.220.125.64 06/02 18:00 
trywish, 那些很開心的，不是蟑螂是什麼？,嬌生, 111.242.94.116 06/02 18:00 
starfishfish, 至少佛光山有去做了...,嬌生,  111.83.225.65 06/02 18:00 
Ghamu, 疫苗管道可以買 結果藥廠都說只跟國家談??,嬌生,  61.220.125.64 06/02 18:00 
hill1, 之前不是說手握疫苗？,嬌生,   111.71.2.190 06/02 18:00 
taiB, 嘴砲買跟嘴砲賣,嬌生, 223.136.154.51 06/02 18:01 
undeadmask, 有政府 會買菜 好安心,嬌生,  114.25.31.250 06/02 18:01 
powerworld21, 政府如果不出面呢？,嬌生,    1.200.15.75 06/02 18:01 
Ghamu, 蛤？？？ 這跟苗博雅fb買iphone怎麼87%像？,嬌生,  61.220.125.64 06/02 18:01 
CCNCCN, 你看你看～卡疫苗啦   我有說我要買喔,嬌生,   39.11.129.34 06/02 18:01 
bimmers0, 阿不是說國際上很多現貨？,嬌生, 195.123.240.51 06/02 18:01 
Lynn1122, 笑死,嬌生,   42.72.77.189 06/02 18:01 
bigpa,         笑死 我看各位都省省吧 國慘打起來,嬌生,  118.165.42.73 06/02 18:01 
Ghamu, 幹 之前講的不是說大家都買到了 怎麼政府不,嬌生,  61.220.125.64 06/02 18:01 
kajika, 不是說有貨買到了?,嬌生,  114.24.232.16 06/02 18:01 
Ghamu, 讓他們進嗎？？？？？,嬌生,  61.220.125.64 06/02 18:01 
bruce2248, 沒人不希望疫苗進來，純粹在笑失智仔。,嬌生, 59.120.177.217 06/02 18:01 
lrh18, 欸 不是說這批疫苗原本要給第三世界 我還以,嬌生, 101.137.44.241 06/02 18:01 
eric112, 以為嬌生賣嬰兒油就當嬌生吃素的，嬌聲也,嬌生,114.136.107.104 06/02 18:02 
mintsgirl, 八樓正解欸,嬌生, 114.136.164.51 06/02 18:02 
lrh18, 為早拿到了,嬌生, 101.137.44.241 06/02 18:02 
paul26277, 講這麼多 政府會出面嗎?,嬌生,   49.159.73.20 06/02 18:02 
eric112, 是惡名昭彰,嬌生,114.136.107.104 06/02 18:02 
fedal, 笑死 就只會嘴,嬌生, 49.158.147.173 06/02 18:02 
lionzerox, 拜託對面認定的中央不要認錯啊啊啊啊,嬌生,111.255.129.203 06/02 18:02 
itachi0609, 政府那就不買了,嬌生, 122.121.43.150 06/02 18:02 
Ghamu, 我前幾天難道進入平行時空今天又跳出來了??,嬌生,  61.220.125.64 06/02 18:02 
bryanyang507, 師傅當然有做事啊  投書媒體跟放話,嬌生,223.137.146.215 06/02 18:02 
bimmers0, 真心謝謝佛光山去嬌生敲門～,嬌生, 195.123.240.51 06/02 18:02 
trywish, 所以解套辦法我也說了，晶片換疫苗，美國,嬌生, 111.242.94.116 06/02 18:02 
bryanyang507, 自己有,嬌生,223.137.146.215 06/02 18:02 
BBQ2591, 欸？佛祖無所不能 怎麼連疫苗都買不到,嬌生,   110.28.71.89 06/02 18:02 
bigpa, 台灣20-50歲的在座各位 準備打國慘囉~~~衝,嬌生,  118.165.42.73 06/02 18:02 
neverending, 完了 政府又不想買 繼續確診吧,嬌生,223.138.240.149 06/02 18:02 
trywish, 政府願意協調，幫忙送一點應該也行，連韓,嬌生, 111.242.94.116 06/02 18:02 
wolfking623, 綠共去找疫苗 不要一直靠人民 噁心,嬌生,112.104.152.131 06/02 18:02 
Ghamu, 也是希望可以買到啦 但真的 海水退了才知道,嬌生,  61.220.125.64 06/02 18:03 
tn907915, 佛光山買疫苗失敗那DPP政府就上啊，,嬌生,  27.242.41.227 06/02 18:03 
trywish, 國都能拿到了，台灣是有比韓國更差喔？,嬌生, 111.242.94.116 06/02 18:03 
Ghamu, 誰沒穿褲子,嬌生,  61.220.125.64 06/02 18:03 
tn907915, 還是綠畜壓根就希望破局？,嬌生,  27.242.41.227 06/02 18:03 
Mazda6680, 如夢幻泡影~~如露亦如電~~,嬌生,   36.236.20.96 06/02 18:03 
wolfking623, 明明就是政府的責任現在怪人民買不到,嬌生,112.104.152.131 06/02 18:03 
bimmers0, 要不要請中華人民共和國政府去談？,嬌生, 195.123.240.51 06/02 18:03 
bigpa, 佛光山敲嬌生門9算了 重點4政府竟沒先去敲,嬌生,  118.165.42.73 06/02 18:03 
showingstar, 佛光山應該是被黑市仲介騙啦,嬌生,  218.173.67.26 06/02 18:03 
Ghamu, 復星BNT瞎雞巴從疫情一開始蝦吵 都沒送件,嬌生,  61.220.125.64 06/02 18:03 
zxc85918zxc, 高端還沒打開 大家再等等,嬌生,    101.9.11.31 06/02 18:03 
Ghamu, 張亞中送一紙委託書 = =,嬌生,  61.220.125.64 06/02 18:04 
Rattlesnake, 呵呵  應該就是被掮客誆了,嬌生,  1.169.192.183 06/02 18:04 
inlanyu, 不是前面新聞說是現貨嘛??,嬌生,111.242.202.108 06/02 18:04 
kevin86tp, 出家人也懂零成本曝光術,嬌生,  159.117.74.58 06/02 18:04 
bimmers0, 政府不買跟買不到，是兩回事,嬌生, 195.123.240.51 06/02 18:04 
Rattlesnake, 講得真的一樣,嬌生,  1.169.192.183 06/02 18:04 
bigpa, 這政府真的很短視 未來出國各位都別想了,嬌生,  118.165.42.73 06/02 18:04 
Ghamu, 佛光山說somebody跟他說可以somehow買到,嬌生,  61.220.125.64 06/02 18:04 
alan0204, 這是在搞笑?,嬌生, 223.139.213.47 06/02 18:04 
YALEMY, 垃圾政府去死,嬌生, 111.254.201.80 06/02 18:04 
johnhahaha, 民間已經積極做球給政府了  剩下的就,嬌生,  49.216.16.205 06/02 18:04 
Ghamu, 郭董30小時直接把文件備齊送件,嬌生,  61.220.125.64 06/02 18:04 
inlanyu, 原來還說說現貨的話可以先給熱區老人打的,嬌生,111.242.202.108 06/02 18:04 
ymx3xc, 不然真以為在買豬肉喔?,嬌生,   36.235.34.55 06/02 18:04 
bigpa, 光國際認証疫苗才給出國的話 各位都甭出國,嬌生,  118.165.42.73 06/02 18:05 
Rattlesnake, 一下子就被打臉了 謝謝路透社,嬌生,  1.169.192.183 06/02 18:05 
Ghamu, 海水退了 誰沒穿褲子很清楚了,嬌生,  61.220.125.64 06/02 18:05 
lrh18, 所以佛光山也沒親自去談過吧 不然早被打槍,嬌生, 101.137.44.241 06/02 18:05 
cul287, 嬌生都變綠共側翼了 怎麼會說沒談呢,嬌生,  61.224.160.22 06/02 18:05 
windbomb, 看來只有果凍能應付這種刁難,嬌生,  42.75.142.208 06/02 18:05 
inlanyu, 嬌生只要打一劑 其實用在急用上很方便,嬌生,111.242.202.108 06/02 18:05 
lrh18, 了,嬌生, 101.137.44.241 06/02 18:05 
sun123456tw, 跟不是說有訂單了？,嬌生,  140.114.46.89 06/02 18:05 
AIyA878958, 笑死人哦 拉一坨屎丟給政府,嬌生,  101.9.174.101 06/02 18:05 
brian751204, 就說佛光山根本怪怪的,嬌生, 150.116.72.179 06/02 18:05 
dolou, 現在好像無政府狀態,嬌生,  118.232.5.239 06/02 18:05 
will1205, 笑死垃圾蚵糞又被打臉,嬌生,   219.71.29.80 06/02 18:05 
Ghamu, 再下來就看郭董是不是可以一次進來100萬劑,嬌生,  61.220.125.64 06/02 18:05 
bigpa, 還有1點 50W劑根本挖鼻孔 嬌生騎馬千萬劑,嬌生,  118.165.42.73 06/02 18:05 
garyyang36, 打臉一堆智障,嬌生,  122.121.12.75 06/02 18:06 
Ghamu, 還是也是像便秘一樣幾十萬幾十萬送,嬌生,  61.220.125.64 06/02 18:06 
mihono, 出家人也撒謊,嬌生,   114.43.56.14 06/02 18:06 
inlanyu, 前面新聞講說一堆人都只有訂單 只有佛光,嬌生,111.242.202.108 06/02 18:06 
bigpa, 那50萬劑看在嬌生眼裡 只有笑而不答了,嬌生,  118.165.42.73 06/02 18:06 
zaq266, 政府zzzzzz,嬌生, 180.217.135.84 06/02 18:06 
liquidbox, 當初就說佛光山只是來亂，一堆酸民不信,嬌生, 36.227.169.140 06/02 18:06 
ppc, 4%垃圾柯糞之前還說政府故意卡 卡你娘啦,嬌生,   39.8.229.196 06/02 18:06 
inlanyu, 山手上的有現貨 原先還想說真拿到這50萬,嬌生,111.242.202.108 06/02 18:06 
bigpa, 這年頭你沒個千萬劑 對方根本不看在眼裡,嬌生,  118.165.42.73 06/02 18:06 
demitri, 一開始就不要說大話 給人民希望好不好,嬌生,104.172.161.241 06/02 18:06 
ttlun, 政府不要太不滿,嬌生, 122.117.39.206 06/02 18:06 
liquidbox, 一堆人信誓旦旦相信佛光山有現貨，笑死,嬌生, 36.227.169.140 06/02 18:06 
bryanyang507, 師傅一開始說自己有貨是政府不給他,嬌生,223.137.146.215 06/02 18:06 
trywish, 所以我說，這些人都忘記政府空了幾次疫苗,嬌生, 111.242.94.116 06/02 18:06 
bryanyang507, 進   現在變成其實還沒買  謝謝指教,嬌生,223.137.146.215 06/02 18:07 
demitri, 還要浪費社會成本吵這個,嬌生,104.172.161.241 06/02 18:07 
Ghamu, 郭董最少我們知道他真他媽有錢 還可以期待,嬌生,  61.220.125.64 06/02 18:07 
bigpa, 要我是JJ 50W劑我連看都懶的看...,嬌生,  118.165.42.73 06/02 18:07 
liquidbox, 智障酸民以為佛光山什麼咖,嬌生, 36.227.169.140 06/02 18:07 
inlanyu, 先拿到雙北幾個熱區週圍給老人打 這樣效,嬌生,111.242.202.108 06/02 18:07 
trywish, 佛光山來亂的，台灣從去年就被政府亂？,嬌生, 111.242.94.116 06/02 18:07 
ppc, 這麼會買，我也來喊我要買一億劑，政府買不到就是卡我，幹你娘柯糞。,嬌生,   39.8.229.196 06/02 18:07 
Braginski, 八卦4趴仔臉腫到媽媽都認不出來了QQ,嬌生, 111.109.72.146 06/02 18:07 
loki94y, 不是有人要賣疫苗給柯文哲 現在死哪去,嬌生, 59.102.151.220 06/02 18:07 
Ghamu, 其他蝦咖真的不要太認真 聽聽就好,嬌生,  61.220.125.64 06/02 18:07 
loki94y, 了？,嬌生, 59.102.151.220 06/02 18:07 
Zypern, 郭董比較可以期待其他根本來製造混亂的,嬌生,114.137.170.134 06/02 18:07 
inlanyu, 果就會出來 結果還是只是在洽談階段,嬌生,111.242.202.108 06/02 18:07 
wang460313, 沒現貨 沒管道 …,嬌生, 36.234.192.250 06/02 18:07 
cschuan, 阿不是有現貨,嬌生, 36.226.245.252 06/02 18:07 
gh34163, 嘴砲買疫苗,嬌生,140.109.103.227 06/02 18:07 
terminator3, 笑死 前幾天八卦還在高潮 弱智版,嬌生,  42.77.115.198 06/02 18:07 
OCEANBOY7329, 綠蟑這也能高興可悲…沒想到自己現,嬌生, 114.136.131.87 06/02 18:07 
bigpa, 現在是賣方市場 鬼島還在以為有錢買最大,嬌生,  118.165.42.73 06/02 18:07 
lrh18, 私人管道?我看就是被掮客騙了啦,嬌生, 101.137.44.241 06/02 18:08 
OCEANBOY7329, 在仍然0%,嬌生, 114.136.131.87 06/02 18:08 
a14203, 哈 失智列車,嬌生,   27.53.104.56 06/02 18:08 
chter, 我就問各位4%：政府疫苗買了也簽約了，但賣方不出貨，要怎樣？有甚麼好方法？,嬌生,  114.137.11.50 06/02 18:08 
MisuzuXD, 佛光山也是說有現貨的 結果現在又沒了,嬌生,  101.9.113.220 06/02 18:08 
kenyeh001, 八大文件不準備，政府不理你唷,嬌生, 61.230.171.113 06/02 18:08 
perlone, 失智列車衝下山谷囉,嬌生,  101.12.67.175 06/02 18:08 
omegabug, 出一張嘴最強,嬌生,  36.225.39.236 06/02 18:08 
karol1314, 果然原廠授權這關不容易,嬌生,  101.12.76.182 06/02 18:08 
bigpa, 好了啦 50W劑對賣方來說搞笑 洗洗睡了先,嬌生,  118.165.42.73 06/02 18:08 
