contents,key word
看各家疫苗 死因都很心血管疾病,Moderna
你這樣更不能打BNT吧 心臟有毛病還打,Moderna
你都不看副作用嗎,Moderna
考慮混搭方便 挑mRNA的就很難等而已,Moderna
年底吧，樂觀的話,Moderna
高端很適合您的案例,Moderna
買機票，打完再去退,Moderna
真要挑一支打 我會挑高端,Moderna
不是安全 是真出事一堆人幫你追究,Moderna
問你的醫生...,Moderna
典型的被PTT洗到無法正常判斷..,Moderna
你這樣真的不用急著打 安全為上,Moderna
幹嘛不選高端，至少出事有國家賠,Moderna
你等一個月看我們高端戰士的狀況再決定吧,Moderna
心肌炎就沒問題嗎,Moderna
真的會怕第二類丁丁的無限解壓縮之術,Moderna
QQ,Moderna
沒綠共黨黨證等到死都不會有,Moderna
高中同學批政府最兇的都不敢說打了莫德納,Moderna
怕心臟問題不怕心肌炎= =,Moderna
我是你我就打高端 認真的,Moderna
那都不要打好了,Moderna
批二類解壓縮的要不要先看看有沒有自己人,Moderna
RE 你的疾病很多喔 秀秀,Moderna
不急不急,Moderna
心臟病怕血栓不怕心肌炎，這個邏輯很健,Moderna
康,Moderna
高端有三期數據嗎 這麼愛叫人去打,Moderna
心臟病打莫德納才不適合吧  不怕心肌,Moderna
怕心臟問題 妳應該打AZ而不是等moderna,Moderna
心臟病怕血栓不怕心肌炎xd,真的怕就問醫師
或高端,Moderna
炎？我媽有心臟病，被施打疫苗的醫生勸,Moderna
退，她本來已經排好打莫德納的時間。,Moderna
建議不要看太多新聞XD,Moderna
BNT今年應該可以啦！ 但就是要等一下,Moderna
！,Moderna
有心臟問題選副作用是心肌炎的mRNA?,Moderna
不過我覺得妳打Az比較好吧,Moderna
高端的保護力數據下波爆發時就了,Moderna
出來了,Moderna
跟你講莫德納最危險ㄛ>.0,Moderna
你是不是先諮詢你的醫生一下比較好阿,Moderna
？,Moderna
建議高端，mRNA比較符合妳的情況,Moderna
總有一天打得到,Moderna
有慢性病的人應該打哪一種風險都比一般,Moderna
人大很多吧,Moderna
我直接放棄，完全不打，給你參考,Moderna
高端無副作用，較合適,Moderna
莫德納BNT不良反應都有心肌炎喔,Moderna
有心臟毛病打Moderna跟BNT不是更慘嗎,Moderna
是有可能打不到 但身體有問題就別勉強,Moderna
打az比較適合。高和莫差不多,Moderna
不去問醫生來這問幹嘛 打高端啦,Moderna
阿姨你這個症狀建議安全性90%以上的國貨高,Moderna
認真回你，其實打什麼副作用對你來說風險,Moderna
端喔，無副作用、打了治百病，不要在猶豫了,Moderna
可能都很大，自己再三評估比較好,Moderna
阿姨趕快去打吧 先打至少有保護力,Moderna
成為頂天立地的高端戰士吧,Moderna
二尖瓣我也有阿，還是打了az也沒怎,Moderna
樣,Moderna
AZ就現今最強疫苗還不打,Moderna
理論明年 實際明年,Moderna
高端比較安全,Moderna
國藥最適合你,Moderna
高端立刻就能打,Moderna
等明年 至少打的到一劑吧....？,Moderna
高端30-50最容易掛,Moderna
莫德那量太少，我朋友第二劑一直等不到,Moderna
1,Moderna
為何不問醫生？,Moderna
會怕就慢慢等，不要三心二意整天改,Moderna
心臟重大缺損我選az，醫生說血栓總,Moderna
比換心手術好，詳細請問心臟科醫生,Moderna
等到明年,Moderna
AZ有血栓mRNA有心肌炎 新冠跟心血管疾,Moderna
病 脫不了關係 你只能認了,Moderna
從年紀大打到小，現在又從小打到大,Moderna
中間的人表示....,Moderna
誰跟你說選BNT和莫德納比較安全的==,Moderna
問醫生,Moderna
有心臟缺陷還等mRNA = =,Moderna
沒出國打算其實不用打,Moderna
為何不選AZ 那你只能慢慢等了,Moderna
莫德納應該還可以吧,Moderna
可以不要打,Moderna
你應該問你的醫生ㄅ 八卦只會亂回答,Moderna
看壓縮率多少,Moderna
你心臟有問題反而選副作用有心肌炎的mrna?,Moderna
等到現在就代表健保覺得你這病沒啥問題吧,Moderna
妳選的到？我怎麼看到有人說只要選過,Moderna
AZ意願就沒辦法改Bnt？難道我被唬濫,Moderna
了？,Moderna
打高端,Moderna
一定有  但是慢慢等,Moderna
你應該問你心臟科醫生師吧,Moderna
BNT應該有機會打到,因為塔綠班會一直黑BNT
講真的不打搞不好沒事....,Moderna
保險先買一買,Moderna
心臟病選mRNA是誤會了什麼,Moderna
明年 口服啊,Moderna
高端最適合心臟病吧 不然就都別打,Moderna
心肌炎,Moderna
你這樣還不符合第九類？,Moderna
本來有機會的，然後現在又要讓18-22歲,Moderna
你慢慢等啊 等到確診好了,Moderna
柯韓粉又哭了,Moderna
聖蟑4叫你打高端 不然等明年,Moderna
身體不適合的話該等還是要等吧 別勉強...,Moderna
我老公二尖瓣脫垂他也打az，mRNA對你還比,Moderna
較危險吧,Moderna
台灣價值高端是您的好夥伴,Moderna
你這不就是高端的客戶 怎麼不打,Moderna
等待中～～,Moderna
鄉民看起來像醫生嗎 不去看醫生跑來這問..,Moderna
...,Moderna
心臟問題比較適合打AZ 靜脈曲張根本不,Moderna
用拿出來講 根本無關,Moderna
高端不用等，立刻安排施打,Moderna
有心臟問題活著也很辛苦吧，不如打高端,Moderna
或許有機會直接上天堂,Moderna
我看你還是都別打 賭看看不會中獎,Moderna
我就是因為不想活了才選高端的,Moderna
出國吧，塔綠班執政沒救了,Moderna
Komm, suesser Tod...
心臟不好才不能打莫吧？我舅舅心臟,Moderna
裝支架，醫生建議他選az欸,Moderna
那麼怕，不如先保疫苗接種險再去打,Moderna
你應該問主治醫生比較好,Moderna
會上新聞還是會上…抽獎機率，每個疫苗,Moderna
都有可能出事，bnt 感覺比較有機會等到,Moderna
，莫德納感覺還有得等…,Moderna
明年啦…莫德納上批開放到65歲；BNT要等12-,Moderna
18歲族群打完，剩的再從1-10類分配下去,Moderna
一輩子吧,Moderna
高端不用等,Moderna
高官詠春,Moderna
問你的醫生阿 這裡都是醫生嗎,Moderna
慎言,Moderna
不急的話先不注射吧 等次世代AZ看看,Moderna
這樣沒有第九類？,Moderna
我也有二尖瓣脫垂，我打AZ耶...因為mR,Moderna
重點是第二類會無限膨脹,Moderna
推高端的沒看到最近打高端掛的都心臟方面,Moderna
的問題？,Moderna
等到選舉前應該就有,Moderna
打高端吧成為三百壯士的一員,Moderna
莫不是有心肌炎副作用,Moderna
你有問醫生嗎 AZ就算血栓有注意也可以救,Moderna
你那症狀mRNA會比較好嗎,Moderna
問醫生啊 問鄉民是能給什麼建議,Moderna
我也二尖瓣脫，打az目前已經快三週完,Moderna
全沒事。我30歲女生，給你參考,Moderna
二尖瓣脫 Az+1 已打一個多月 活蹦亂跳,Moderna
有得打又不打還跑上來哭wwwww,Moderna
你心臟有問題最好別打mRNA吧….,Moderna
去打高端,Moderna
樓上是一堆心臟科醫生嗎？,Moderna
一堆沒生病沒醫學常識的鄉民真的不,Moderna
要亂回 小心害死人,Moderna
打完高端隔天還去衝浪的人路過,Moderna
想借文問 我有虹彩炎 也是自體免疫疾病,Moderna
打高端不用等,Moderna
最近又有點復發 也是排到這次去打AZ,Moderna
但看az副作用有的會血栓 甚至還有看,Moderna
到失明的 就很猶豫要不要打az  想問有,Moderna
沒有人也是類似情況的可以給我一點建,Moderna
都不要打 得一次就沒事了,Moderna
https//i.imgur.com/Z92u40m.jpg,Moderna
馬的一群瞎七八回，聽這些人鬼話，不如,Moderna
問醫生,Moderna
高端副作用溫和，可以考慮,Moderna
我媽七月本來沒選AZ 後來拍沒疫苗就,Moderna
趕快改選AZ了 現在看來決定相當正確,Moderna
我也是跟你一樣不上不下的阿姨族群嗚,Moderna
嗚嗚,Moderna
打AZ比較穩，至少開放混打。,Moderna
你要不要考慮高端,Moderna
kcing9193先就醫徵詢醫師專業意見吧,Moderna
原po也是趕快掛號諮詢醫生意見吧,Moderna
不問醫生來這裡問有什麼用,Moderna
疫情結束,Moderna
我也有二尖瓣問題打了safe,Moderna
老實說你這疾病又不是AZ的絕對禁忌症,Moderna
高端那麼貴，打到賺到,Moderna
很多人都有二尖瓣膜的毛病 我媽有打了az沒,Moderna
事,Moderna
我媽瓣膜閉鎖不全，也有靜脈曲張，打az,Moderna
幾乎沒什麼事，只有發燒一下而已，不,Moderna
過還是問醫生比較準吧,Moderna
紅明顯 第九類現在只打到50歲齁 一堆人,Moderna
以為早就打完了,Moderna
,Moderna
很久，年底看有沒有機會吧,Moderna
疫情結束妳可能還打不到第一劑,Moderna
沒有當官就不要想,Moderna
BNT/莫德納副作用心肌炎 一下就走了,Moderna
反觀AZ副作用血栓 及早發現救活率高,Moderna
嗯嗯嗯 你自己找醫生判斷吧 鄉民不,Moderna
是醫生無法幫你,Moderna
回樓上 但實際死亡率還是AZ高,Moderna
az在韓國死比較少欸，在台灣死得多是因,Moderna
為都先打給老人吧....,Moderna
疫苗問醫師，鄉民看起來像醫師？,Moderna
都不打 等過幾年後看Novavax有沒有機會,Moderna
等疫情結束就輪到了,Moderna
下輩子,Moderna
喇叭中已經談第四劑疫苗，還沒打？,Moderna
817記得是要去打高端哦！,Moderna
+1 抗磷脂質症候群，一樣不能打AZ，只,Moderna
能等了,Moderna
我媽50排莫，到現在還沒打到,Moderna
說實在的 應該要高端,Moderna
BNT每個月會進100~200萬，再撐一下,Moderna
民進黨文組多,Moderna
幹又是你 你終於學會一種標點符號了,Moderna
抗體多寡沒意義！生產太多不是好事，反而,Moderna
會浪費人體的能量，要看整體的免疫反應！,Moderna
實驗中有安慰劑，不用太生氣,Moderna
我文盲,Moderna
我二樓,Moderna
有人希望整天性慾高漲,Moderna
看到女人馬上性慾高漲，這也算免疫反應,Moderna
我五樓,Moderna
就跟勃起一樣,Moderna
你講的這個事情是廢話，這叫做Durati,Moderna
有報導說az一生都會有抗體,Moderna
on,Moderna
根本不重要啦 連保護力都沒有的垃圾,Moderna
他誰,Moderna
感覺真的錯怪az 了,Moderna
bnt至少已被確定duration是半年,Moderna
高端？就不是疫苗的東西，你問我我,Moderna
問誰？,Moderna
講過很多遍，自己要聽怪力亂神自己負,Moderna
責,Moderna
當時大家就一直在這幾隻過真三期期,Moderna
中的疫苗推測到底duration會多久,Moderna
當然，你說的對，因為已經原行業某,Moderna
些人已經火很久了,Moderna
已經針對這件事火很久了,Moderna
被罷免後可以去當高端發言人,Moderna
厄 其實三類的都知道會降吧,Moderna
防重症效果有且能長期維持。這個比較,Moderna
我們原本預估只能撐1-3個月，現在看,Moderna
重點是遇到病毒後會不會爆兵,Moderna
來撐半年已經很不錯囉,Moderna
重要 誰會希望幾個月就要去補針且增加,Moderna
副作用機率？,Moderna
這不是高中生物的程度ㄇ,Moderna
沒錯s923說的無誤，本來就都會降,Moderna
怎麼會問這個屁孩？腦袋？？？,Moderna
是哦 幹 我沒高中三類 高一考前一星期才念,Moderna
這就是為什麼後面Tcell重要，前幾天,Moderna
李亂講那些的話已經不想回他惹,Moderna
記得住才有鬼,Moderna
抗體會降是常識，不知道代表高中根,Moderna
本就沒在唸書,Moderna
幹 沒念書當文盲,Moderna
更不用問他大學/碩/博畢的事情,Moderna
先跟我說哪支疫苗不會緩降比較快,Moderna
你說某個招x威喔？上節目他根本亂講,Moderna
我要中那27億 就開免錢家教班 我也要念,Moderna
還掛毒理博，原行業有些人沒人想理他,Moderna
你知道嗎？,Moderna
檢舉他，讓他罰三百萬,Moderna
重點又不是錯怪AZ 馬的有血栓體質會想打嗎,Moderna
幹病毒出來一年多而已 我真的不打,Moderna
如果短期內都是要打三針 當然要選對自己影,Moderna
影最小的,Moderna
所以當時很多人就說過，怎麼會有白,Moderna
痴只看中和抗體效價就給EUA代表它可,Moderna
能其他的也測過,Moderna
當然知道你在酸，所以我開頭是噓那,Moderna
些人用的,Moderna
所以高端過聯亞沒過我個人是認為真,Moderna
的扯，政府根本現在變高端代言人,Moderna
自找的,Moderna
科興幾乎沒有的數據在哪邊有人知道嗎?,Moderna
反正我又沒在原行業做事，你們自己,Moderna
看著辦吧，與我無關惹,Moderna
體內抗體不降你反而要先看醫生,Moderna
樓上正解xD,Moderna
我看了啊 但我看不懂哪邊有顯示幾乎沒有,Moderna
AZ因為是棘蛋白所以在身體存留的時,Moderna
間較長,Moderna
還以為他能發表一篇很完整的文章 結果,Moderna
數據幾乎都沒有 講的高端跟莫bnt差不多,Moderna
真唬爛,Moderna
他唬爛不只一次惹xDD,Moderna
這就是為何有些人不爽在這,Moderna
要比有效的話那乾脆ivermectin一起上,Moderna
來比算了（X,Moderna
大家不爽的是你打在自己台灣人身上,Moderna
還亂搞,Moderna
可以說白話嗎？文組看不太懂但想了解,Moderna
就是會講特定面向來宣傳,Moderna
AZ看英國  BNT看以色列 半死不活看美國,Moderna
高端打第二劑90天剩15%,這斜率大概6週補一針
幹話==,Moderna
一劑要台幣8百多, 要補針AZ一劑才4美元而已~
所以他打高端了嗎？怎麼都沒新聞,Moderna
沒唸書的廢物別賣弄知識好嗎很噁心,Moderna
英文德政,Moderna
嗯嗯,Moderna
我還是等高端三期出來好了,Moderna
其實抗體本來就會降，重點是感染後抗體會不,Moderna
會快速增加來中和病毒吧,Moderna
看看以色列的情形，大家應該搶的是AZ吧,Moderna
你這疊法...座標單位不一致啊,Moderna
哪來的疊圖比較法 最好能這樣比,Moderna
AZ真的是被黑的莫名奇妙，還有疊圖,Moderna
要座標軸一樣才能疊,Moderna
X軸座標是三小 你這樣比國中數學老師在,Moderna
哭,Moderna
y軸單位根本沒對齊啊,Moderna
2021年了還在比中和抗體乾脆摸骨好了,Moderna
看不懂,Moderna
去年就預測疫苗效用是半年，可能要每年,Moderna
補打了，撥接喔,Moderna
討論到炸掉也沒被承認啊,Moderna
某人沒學過就不要自以為是，真有興趣的話,Moderna
，被罷免後就去唸個學位吧！抗體多寡真的,Moderna
沒那麼關鍵，重點在於整體的免疫反應！,Moderna
你的Y軸根本不在同一個scale學歷是學士,Moderna
高端兩劑的濃度比AZ高這麼多,
結果你在乎的是斜率？,Moderna
每半年就要被疫苗摧殘一次 太可怕了吧,Moderna
還沒被染疫就有被疫苗先擊倒的風險..,Moderna
高端起始保護力是未知 過了半年還是未知,Moderna
高端勝,Moderna
沒報導而已,Moderna
有好嗎 打到不適死了的也有,Moderna
老人家經驗豐富不會暈針,Moderna
不是只有被選妃才會暈針嗎,Moderna
不告訴你,Moderna
好了啦,Moderna
可能被逼去打的吧..,Moderna
年輕人太弱了打個針就暈針,Moderna
暈針和打什麼東西沒關係吧,Moderna
一定有,Moderna
年輕人比較會暈針,Moderna
http//i.imgur.com/aJHsgMA.jpg,Moderna
簽名檔太讚了,Moderna
http//i.imgur.com/8j7P9Cv.jpg,Moderna
沒有google?那你可以用百度啊,Moderna
一堆az,莫德納暈針沒人報而已
有啊怎沒有副作用沒有人報,Moderna
居心叵測,Moderna
就說年輕人經驗不豐富 才會暈針,Moderna
網路是拿來發廢文，不會google合理,Moderna
看看有哪一個50歲以上暈針,Moderna
自己不會去查喔 想帶甚麼風向?,Moderna
前幾天還有打莫德納過世的國民黨黨員,Moderna
高端的負面報導比較有價值r,Moderna
4趴真的只會哭邀，但連估狗都懶,Moderna
其他疫苗暈針根本不會上新聞,Moderna
媒體在黑高端 一堆紅媒不意外阿,Moderna
到底要開幾次車,Moderna
不只是打東西進去 會暈的人抽血也會,Moderna
粗暴言論duck不必,Moderna
暈針,Moderna
我老婆同事就az暈針了,Moderna
想帶風向  4%是不是,Moderna
死一堆的報導沒看？,Moderna
怎麼會沒 我朋友他老婆莫得那暈針,Moderna
高端沒死人真他媽的奇蹟，繼續期待,Moderna
哀,Moderna
他是飛關島打,Moderna
理智一點就事論事 不要看到失智列車,Moderna
就想上,Moderna
緊急授權的藥品當仙丹？台灣人是蠢蛋,Moderna
好險我是看到正妹護士才暈,Moderna
講個暈針跟發車有什麼關係,Moderna
是連暈都不准提是不是,Moderna
一定要飄飄然很想吃麵線或再來一劑,Moderna
估狗一堆 搜尋一下很難嗎,Moderna
風向吹起來,Moderna
被媒體帶風向 又不會搜尋的愚民,Moderna
就是怕打針才選高端啊! 結果還是怕,Moderna
洗文章嗎,Moderna
可憐 連google 都不會,Moderna
可憐,Moderna
https//youtu.be/WOH6qSt6DnU,Moderna
帶風向仔放？,Moderna
可憐哪,Moderna
帶風向還在這邊要別人幫找答案?,Moderna
跟18年後才會看時雨量一樣,Moderna
一定有==,Moderna
https//i.imgur.com/c960eox.jpg 關鍵字,Moderna
打上去就有新聞了，你只是來帶風向吧,Moderna
你484只看中天 所以只看高端負面新聞,Moderna
廢,Moderna
中時只會報高端暈針啦！紅媒不意外,Moderna
沒報而已,Moderna
蓋牌啊,Moderna
全世界唯一不會暈針也沒有猝死的是科興,Moderna
因為暈針是小事 報導打死人才有流量,Moderna
科興也有暈針好嗎 至少我朋友打完就暈XDD,Moderna
大驚小怪找不到新聞  暈針都可以炒作 服,Moderna
Luxgen,Moderna
福特,Moderna
人力車,Moderna
其他電話GARBAGE?,Moderna
拉屎君,Moderna
競戰吧,Moderna
原廠直送，極度尊貴的存在，對政府來說,Moderna
納智捷,Moderna
一片輪胎皮,Moderna
硬要上路的概念車囉,Moderna
高端是垃圾箘嗎,Moderna
偉士牌,Moderna
垃圾菌,Moderna
高端有公佈什麼數據嗎？,Moderna
基本上 還是個幽靈車,Moderna
塑膠模型車,Moderna
就垃圾俊啊不然勒,Moderna
腳踏車吧,Moderna
3x,Moderna
垃圾菌,Moderna
雙龍,Moderna
Luxgen,Moderna
外國的大便比較香,Moderna
拍拍,Moderna
第一批聯亞該上了,Moderna
還好我兩個都勾 前天已打az了,Moderna
七年級喔，五年級六年級都還沒打到呢,Moderna
我說的莫德那,Moderna
高端,Moderna
第韭類就是要開心出示高端小黃卡,Moderna
我現在單選mRNA疫苗了 反正都要等,Moderna
你回去勾高端  馬上就能打了,Moderna
我兩個都勾，週一已打完az,Moderna
你改過了 要等前面填az的打完,Moderna
問題是我上輪有選高端也輪不到我,Moderna
第7輪AZ應該可以吧…,Moderna
想太多~第七輪還是高端,Moderna
你確定第七輪會開放AZ嗎？都快打完了,Moderna
AZ跟默德納都沒到貨.你打啥,Moderna
我兩個都勾，連第一劑AZ都還沒打到,Moderna
你禮拜一中威力出國打機率比較大,Moderna
我單吊莫德納，預計是撐到BNT來,Moderna
高端吞下去啦政府只差沒講白而已 年輕人,Moderna
不要防疫鬆懈給我自生自滅 選舉時記得歸,Moderna
隊,Moderna
第七輪高端 第八輪高端 你打高端 你,Moderna
全家都打高端,Moderna
第七輪應該只能選擇打高端跟不打吧！,Moderna
你只有高端,Moderna
在台灣到70輪都還是只有高端你覺得呢,Moderna
你的手臂屬於高端,Moderna
我單選莫，還在痴痴的時候,Moderna
痴痴的等,Moderna
還好我單釣az，昨天打完了，7年級頭,Moderna
國殘,Moderna
第一劑當然沒甚麼副作用,Moderna
第2的火車撞,Moderna
下一篇打完手槍需要注意什麼,Moderna
也有完全都沒副作用的，正常,Moderna
我第一劑無感，第二劑發燒、畏冷、肢體,Moderna
疼痛,Moderna
莫德納副作用在第二劑,Moderna
其他年紀大的同事打第二劑就沒啥反應,Moderna
昨天打完手注射的那變一直痛是正常的嗎,Moderna
手痛正常,Moderna
我打疫苗的部位 兩劑都會痛好幾天,Moderna
第一劑 打的那隻手大概痛兩天,Moderna
第二劑還沒打不知道,Moderna
第二劑是大魔王喔,Moderna
期待第二劑的爽感,Moderna
第二劑可以請生理假嗎?,Moderna
拿到食鹽水的了吧,Moderna
我家人到第10天才出現副作用,Moderna
副作用本來就因人而異,Moderna
第二劑就知道了,Moderna
先買塔位,Moderna
厚問嗎？不是說第一劑本來就沒啥副作用,Moderna
都講到爛了,Moderna
第二劑被火車撞也是正常哦,Moderna
食鹽水正常,Moderna
老人認證,Moderna
無敵了拉,Moderna
祝你生日快樂,Moderna
滾,Moderna
可以肛交,Moderna
兩劑無感？是不是打到食鹽水,Moderna
可憐,Moderna
還是會感染，沒有無敵，口罩戴好,Moderna
嬯可以出去跟老外%%%了,Moderna
變種gg,Moderna
又不是打完就免疫 ==,Moderna
現在有100%保護力的疫苗嗎?!,Moderna
7414,Moderna
應該要多加國產才是無敵,Moderna
打了疫苗還要口罩，是有多奴？,Moderna
還是會得病啊 只是比較不會重症,Moderna
可以去參加甲甲連結派對了,Moderna
都無敵了 去確診一下看看是什麼滋味啊,Moderna
可以無套,Moderna
為什麼你那麼早打,Moderna
恭喜 無敵星星,Moderna
可以無套了,Moderna
中出的圖勒,Moderna
明天你就知道了,Moderna
只怕甲甲,Moderna
羨慕==,Moderna
二類高官嗎,Moderna
竟然打完兩劑了,Moderna
不是有公步,Moderna
公布 打完兩劑 還是有中嗎，最好是無敵,Moderna
，只是降低重症率,Moderna
我禮拜六早上打完第二劑一整天沒事，結,Moderna
果第二天在床上躺一整天，別高興太早,Moderna
打完完整疫苗還是要注意防疫。請古歌,Moderna
我爸媽60都不一定有了 乖乖等等看郭董BN,Moderna
不是已經打得差不多了嗎?,Moderna
等果凍的BNT啊,Moderna
T吧,Moderna
有加齡臭就有機會,Moderna
65以上？,Moderna
65歲up有機會 登記1922意願的要等,Moderna
之前不是肯德基有？,Moderna
不用擔心高端啦 你不同意的話也不,Moderna
會給你打,Moderna
第9、10類還可以莫德納，青少年留打專屬,Moderna
BNT，10類以外的...高端正在向你招手,Moderna
會單選莫德納的應該也不想打高端,Moderna
莫德納剩下的很少，等bnt比較實在,Moderna
媽媽叫你考醫學院你就不努力,Moderna
65以上兩週前都是莫德納,Moderna
等到明年看看 剩下的給之前的當第二劑,Moderna
我老爸老媽分別莫德納/AZ 給您參考,Moderna
當外送員比較快,Moderna
65+,Moderna
怕傷了皇城內的和氣,Moderna
很重要?去年買的現在還沒到,Moderna
保密阿,Moderna
輝瑞疫苗 我們也買到了.jpg,Moderna
有人會不高興,Moderna
明後兩年一千500萬劑，還不到人口量....,Moderna
沒到貨都是嘴砲啦 比不上阿北碎念說要買,Moderna
美國爸爸會被中共阻擋 所以不能講,Moderna
各一千五百萬劑,Moderna
3000是明年跟後年各1500,Moderna
本來就不會單一廠牌買到滿吧,到時候又
為什麼蔡英文那張背景圖是豬鼻子,Moderna
被嘴說強迫打莫德納,Moderna
中共真好用，不知道我沒進度可不可跟教授說,Moderna
是中共阻擋,Moderna
一年15M有屁用,Moderna
全壓一種萬一失敗或是效果比其他廠牌差,Moderna
是不是因為記者打了第一劑莫德納，打到,Moderna
第二劑之前就更很乖更配合？,Moderna
問的人都是居心叵測~,Moderna
無限解壓縮,Moderna
外送仔 小黃司機更早打吧 呵呵,Moderna
沒錯啊 便利商店也是莫德納唷,Moderna
這批就剛好是莫得納,不想打也不行啊
爛政府 二桃殺三士 總有人要吞國產疫苗,Moderna
所以你用時薪來認定他不該先打嗎,Moderna
柯神說誰能打就誰能打 不爽去舔他老二,Moderna
台灣就是有自己的走法啦 遊民計程車優先,Moderna
已經到了用薪水來評論配不配打疫苗了啊,Moderna
你就別吃KFC,Moderna
哇 用薪水評比,Moderna
屁精也是高風險族群 要列優先施打對象,Moderna
嗎?,Moderna
打工了啦,Moderna
服務業工作是生活所需 甲甲性愛趴是必要?,Moderna
搞並不好是9？,Moderna
所以你做什麼職業？你比速食店員工更應,Moderna
該被優先打疫苗嗎？,Moderna
意圖使人斜槓打工,Moderna
人家不能在家上班,Moderna
優先施打不會優先配發AZ嗎,Moderna
你他媽的職業歧視很偉大逆,Moderna
狗官都打了 沒事,Moderna
不要太不滿,Moderna
領月薪就比領時薪高尚喔 可憐吶,Moderna
你敢黑az?,Moderna
醫護可憐真正第一線最初都被迫打az,Moderna
正常啊 歐美也是不少只想打mRNA的,Moderna
黨會說英國全民打的都是AZ，你要黑AZ?,Moderna
能混打 國產更沒人要打吧 都等國外就好,Moderna
當個聰明的用疫苗人,Moderna
第一劑接種率沒過8成以前，不該開放混,Moderna
打,Moderna
你把莫德納當塑膠喔,Moderna
817等國慘就好 不要跟非817搶,Moderna
817不要來跟非817搶打外國貨,Moderna
剛開始醫護都打AZ耶,Moderna
醫護是沒得選 有的選的後來都打莫了 不要,Moderna
一直拿醫護出來說嘴 一線醫護就是韭菜,Moderna
這只顯示政府的疫苗政策是有問題的,Moderna
不是韭菜 是鮭魚,Moderna
沒得選情況下當然打AZ啊,Moderna
身邊有醫護等莫德納到貨才打疫苗,Moderna
我第一劑AZ，第二劑給我來個BNT,Moderna
真正在呼吸加護病房的都被迫打AZ,Moderna
推樓上啦 真正戰場醫護都馬三四月就住,Moderna
住AZ了,Moderna
美國的貧民感覺比英國多很多？求解,Moderna
世界怎麼跟得上台灣,Moderna
因為美國人口比英國的多很多,Moderna
英國 群體免疫程度比美國高,Moderna
英國成人一劑有八九成了,Moderna
而且人口數差了四五倍吧,Moderna
英國總確診統計都快10%了,Moderna
篩檢策略不一樣吧，英國提供公費主動篩,Moderna
檢。美國就沒這麼積極了,Moderna
二劑不知道,Moderna
但都比台灣積極就是了....,Moderna
天才 直接比人數,Moderna
美國只提供免費打吧,Moderna
最近重症 死亡，百分之90幾都是沒打疫苗,Moderna
要比重症死亡 應該是看成人   小孩幾乎都,Moderna
就一堆智障黑az,Moderna
所以英國人主要打哪支疫苗D,Moderna
至少都不太會重症,Moderna
不會死,Moderna
美國很多低端人口,Moderna
英國你可以拿去跟以色列比,Moderna
一個有健保 一個叫你,Moderna
英國打很多AZ 以色列打很多BNT,Moderna
要抓的數字應該是接踵疫苗後染疫死亡,Moderna
英國總施打劑次比例已經120%，美國勉,Moderna
強算100%,Moderna
黑AZ的智障，黑BNT的不就比智障更智障,Moderna
成人施打率都很高 一劑應該都有八九成,Moderna
歐洲就剩英國在搞群體免疫了,Moderna
誰在算劑次啦,Moderna
然後美國人口數多也代表沒打疫苗的多,Moderna
難道美國有七億人口嗎,Moderna
比劑次在幹嘛,Moderna
英國這種垃圾國家打的疫苗鄉民看不上眼啦,Moderna
死亡多是沒打疫苗的 且要看致死的病毒株類型,Moderna
英國對施打AZ的年齡是?,Moderna
對啊，日本丹麥鄉民都看不上眼呢,Moderna
az黑不管啦 az很爛,Moderna
英國也有進口PFIZER,Moderna
美國共和黨reneck堅持不打疫苗，天天群聚,Moderna
你在供三小 兩個國家人口是一樣膩,Moderna
怎麼拿多是因沒打疫苗死亡而來判斷疫苗效力?,Moderna
美國施打原本就不如英國 七月四號國慶大群,Moderna
聚 英國好像7/19才要解封,Moderna
上個月看好像還有些洲才打四成多,Moderna
因為1劑就能防重症，而英國成人1劑超過8成,Moderna
美國有些人就是不願意打疫苗阿,Moderna
那時本來就預期美國七月四日過後會大PARTY,Moderna
不同州的施打率好像也有差距,Moderna
成人二劑也不低,Moderna
歐洲盃現在才過一個禮拜，再觀察一段時間,Moderna
比較準,Moderna
英國確診高應該是AZ佔比太多，美國大都,Moderna
打其他牌才少,Moderna
看全體比例 跟看成人比例還是有差,Moderna
我覺得你這個可能要問COVID19專板吧,Moderna
這裡都只是各自政治傾向的走狗,Moderna
反正台灣疫苗在不夠  打不夠快,Moderna
美國人口3億以上，英國才6000萬出頭,Moderna
要吵哪個比較好應該也沒必要 要餓死什麼都,Moderna
會吃,Moderna
自己問一下家庭醫生建議 自己快去打,Moderna
明明藍綠白政治人物都叫大家有得打就去打,Moderna
所以黑AZ的到底是什麼政治立場？,Moderna
往前找不就知道了 就是一群柯粉不是嗎,Moderna
反正AZ就是人家不要打的,Moderna
莫德納才潮,Moderna
美國就墨裔非裔在拖後腿,Moderna
好了喇 臺派賤畜等國慘就好 管別人要用啥外,Moderna
國疫苗,Moderna
美國的疫苗普及率上不去,Moderna
我看Google的疫苗接種資料，美國接種第一,Moderna
劑的比例是56.4，英國接種第一劑的比例是6,Moderna
9.2，明顯高出一截。會不會是這個原因？,Moderna
COVID轉板一堆1450，別去了,Moderna
專板,Moderna
美國有說死掉的大都是沒打疫苗的那批人,Moderna
新聞打關鍵字  跟看GOOGLE的COVID19表,Moderna
大概就有基本現況概念了,Moderna
